"source_id","source_type","source_title","relation_type","target_id","target_type","target_title","note","source_file","target_file","status"
"CON-permission-boundary","概念单元","""权限边界""","回应","CON-agent-action-space","概念单元","""Agent 行动空间""","""原 kind=used-with（反向）｜可表达的动作还要经过权限边界，才能成为实际允许执行的动作。""","02-内容单元库/概念单元/CON-permission-boundary_权限边界.md","02-内容单元库/概念单元/CON-agent-action-space_Agent 行动空间.md","有效"
"CON-permission-boundary","概念单元","""权限边界""","回应","CON-agent-tool-contract","概念单元","""Agent 工具契约""","""原 kind=used-with（反向）｜工具契约说明如何表达调用，权限边界决定该调用是否被允许执行。""","02-内容单元库/概念单元/CON-permission-boundary_权限边界.md","02-内容单元库/概念单元/CON-agent-tool-contract_Agent 工具契约.md","有效"
"CON-permission-boundary","概念单元","""权限边界""","回应","CON-human-escalation-tool-call","概念单元","""人类升级工具调用""","""原 kind=used-with（反向）｜当权限边界要求人工裁决时，Agent 可发起显式人类调用并等待决定；该调用本身不授予越权能力。""","02-内容单元库/概念单元/CON-permission-boundary_权限边界.md","02-内容单元库/概念单元/CON-human-escalation-tool-call_人类升级工具调用.md","有效"
"CON-permission-boundary","概念单元","""权限边界""","回应","CON-prompt-injection","概念单元","""提示注入""","""原 kind=used-with（反向）｜权限边界限制一次注入成功后能够调用的能力和影响范围。""","02-内容单元库/概念单元/CON-permission-boundary_权限边界.md","02-内容单元库/概念单元/CON-prompt-injection_提示注入.md","有效"
"CON-permission-boundary","概念单元","""权限边界""","回应","CON-risk-tiered-autofixing","概念单元","""风险分级自动修复""","""原 kind=used-with（反向）｜风险等级需要限制 Agent 能修改的范围以及修复候选可自动推进到的状态。""","02-内容单元库/概念单元/CON-permission-boundary_权限边界.md","02-内容单元库/概念单元/CON-risk-tiered-autofixing_风险分级自动修复.md","有效"
"CON-permission-boundary","概念单元","""权限边界""","回应","CON-sandbox","概念单元","""沙箱""","""原 kind=used-with｜一个判断能否做，一个限制动作影响范围。""","02-内容单元库/概念单元/CON-permission-boundary_权限边界.md","02-内容单元库/概念单元/CON-sandbox_沙箱.md","有效"
"CON-permission-boundary","概念单元","""权限边界""","回应","CON-tool","概念单元","""工具""","""原 kind=used-with｜Permission Boundary 在 Tool 执行前检查动作是否被允许。""","02-内容单元库/概念单元/CON-permission-boundary_权限边界.md","02-内容单元库/概念单元/CON-tool_工具.md","有效"
"CON-permission-boundary","概念单元","""权限边界""","解释","CON-agent-harness","概念单元","""Agent Harness""","""原 kind=part-of｜Permission Boundary 是 Agent Harness 控制可执行动作范围的组成部分。""","02-内容单元库/概念单元/CON-permission-boundary_权限边界.md","02-内容单元库/概念单元/CON-agent-harness_Agent Harness.md","有效"
"CON-persistent-code-graph","概念单元","""持久化代码图谱""","冲突","CON-memory","概念单元","""记忆""","""原 kind=contrast｜持久化代码图谱保存可查询的代码结构关系，Memory 是更广义的跨步骤或跨会话信息层。""","02-内容单元库/概念单元/CON-persistent-code-graph_持久化代码图谱.md","02-内容单元库/概念单元/CON-memory_记忆.md","有效"
"CON-persistent-code-graph","概念单元","""持久化代码图谱""","回应","CON-just-in-time-retrieval","概念单元","""即时检索""","""原 kind=used-with｜Agent 可先查询图谱，再按需读取真正相关的文件与结构信息。""","02-内容单元库/概念单元/CON-persistent-code-graph_持久化代码图谱.md","02-内容单元库/概念单元/CON-just-in-time-retrieval_即时检索.md","有效"
"CON-persistent-code-graph","概念单元","""持久化代码图谱""","回应","CON-model-context-protocol","概念单元","""模型上下文协议""","""原 kind=used-with｜来源通过 MCP 工具把图谱查询能力暴露给 Claude。""","02-内容单元库/概念单元/CON-persistent-code-graph_持久化代码图谱.md","02-内容单元库/概念单元/CON-model-context-protocol_模型上下文协议.md","有效"
"CON-progressive-disclosure","概念单元","""渐进式披露""","冲突","CON-just-in-time-retrieval","概念单元","""即时检索""","""原 kind=contrast（反向）｜JIT 强调取数时机；渐进披露强调逐层发现。""","02-内容单元库/概念单元/CON-progressive-disclosure_渐进式披露.md","02-内容单元库/概念单元/CON-just-in-time-retrieval_即时检索.md","有效"
"CON-progressive-disclosure","概念单元","""渐进式披露""","回应","CON-memory","概念单元","""记忆""","""原 kind=used-with（反向）｜Memory 可用路由文档与主题文件按 Progressive Disclosure 分层加载。""","02-内容单元库/概念单元/CON-progressive-disclosure_渐进式披露.md","02-内容单元库/概念单元/CON-memory_记忆.md","有效"
"CON-progressive-disclosure","概念单元","""渐进式披露""","回应","CON-skill","概念单元","""Agent Skill""","""原 kind=used-with（反向）｜Skill 通过按需加载文件与能力实现 Progressive Disclosure。""","02-内容单元库/概念单元/CON-progressive-disclosure_渐进式披露.md","02-内容单元库/概念单元/CON-skill_Agent Skill.md","有效"
"CON-progressive-disclosure","概念单元","""渐进式披露""","回应","CON-tool","概念单元","""工具""","""原 kind=used-with｜Progressive Disclosure 可延迟加载 Tool 定义，直到当前步骤真正需要。""","02-内容单元库/概念单元/CON-progressive-disclosure_渐进式披露.md","02-内容单元库/概念单元/CON-tool_工具.md","有效"
"CON-prompt","概念单元","""提示""","冲突","CON-system-prompt","概念单元","""系统提示""","""原 kind=contrast｜Prompt 有广义与狭义用法；System Prompt 是系统层消息。""","02-内容单元库/概念单元/CON-prompt_提示.md","02-内容单元库/概念单元/CON-system-prompt_系统提示.md","有效"
"CON-prompt","概念单元","""提示""","回应","CON-chat-template","概念单元","""聊天模板""","""原 kind=used-with（反向）｜聊天模板把角色化消息序列化为模型实际接收的 Prompt 格式。""","02-内容单元库/概念单元/CON-prompt_提示.md","02-内容单元库/概念单元/CON-chat-template_聊天模板.md","有效"
"CON-prompt-caching","概念单元","""提示词缓存""","冲突","CON-context-compaction","概念单元","""上下文压缩""","""原 kind=contrast｜Prompt Caching 复用稳定前缀的计算，Context Compaction 缩短历史表示；短而频繁变化的摘要仍可能破坏缓存。""","02-内容单元库/概念单元/CON-prompt-caching_提示词缓存.md","02-内容单元库/概念单元/CON-context-compaction_上下文压缩.md","有效"
"CON-prompt-caching","概念单元","""提示词缓存""","回应","CON-observability","概念单元","""可观测性""","""原 kind=used-with｜缓存收益需要通过读写 Token、命中率和首字延迟等运行指标持续观测。""","02-内容单元库/概念单元/CON-prompt-caching_提示词缓存.md","02-内容单元库/概念单元/CON-observability_可观测性.md","有效"
"CON-prompt-caching","概念单元","""提示词缓存""","回应","CON-system-prompt","概念单元","""系统提示""","""原 kind=used-with｜稳定的系统提示通常构成高复用缓存前缀的一部分。""","02-内容单元库/概念单元/CON-prompt-caching_提示词缓存.md","02-内容单元库/概念单元/CON-system-prompt_系统提示.md","有效"
"CON-prompt-engineering","概念单元","""提示词工程""","冲突","CON-context-engineering","概念单元","""上下文工程""","""原 kind=contrast｜一个主要设计指令，一个持续装配整轮信息。""","02-内容单元库/概念单元/CON-prompt-engineering_提示词工程.md","02-内容单元库/概念单元/CON-context-engineering_上下文工程.md","有效"
"CON-prompt-injection","概念单元","""提示注入""","回应","CON-guardrails","概念单元","""护栏""","""原 kind=used-with｜护栏需要识别或限制不受信指令引发的危险行为。""","02-内容单元库/概念单元/CON-prompt-injection_提示注入.md","02-内容单元库/概念单元/CON-guardrails_护栏.md","有效"
"CON-prompt-injection","概念单元","""提示注入""","回应","CON-permission-boundary","概念单元","""权限边界""","""原 kind=used-with｜权限边界限制一次注入成功后能够调用的能力和影响范围。""","02-内容单元库/概念单元/CON-prompt-injection_提示注入.md","02-内容单元库/概念单元/CON-permission-boundary_权限边界.md","有效"
"CON-reasoning-effort","概念单元","""推理强度""","冲突","CON-attention-budget","概念单元","""注意力预算""","""原 kind=contrast｜推理强度调节计算投入，注意力预算描述模型处理当前上下文信息的有限能力。""","02-内容单元库/概念单元/CON-reasoning-effort_推理强度.md","02-内容单元库/概念单元/CON-attention-budget_注意力预算.md","有效"
"CON-reasoning-effort","概念单元","""推理强度""","回应","CON-large-language-model","概念单元","""大语言模型""","""原 kind=used-with｜推理强度控制一次模型运行中分配给推理过程的额外计算预算。""","02-内容单元库/概念单元/CON-reasoning-effort_推理强度.md","02-内容单元库/概念单元/CON-large-language-model_大语言模型.md","有效"
"CON-repository-source-of-truth","概念单元","""仓库事实真源""","回应","CON-context","概念单元","""上下文""","""原 kind=used-with｜仓库是真源入口，具体任务仍需从中选择并装配当前所需 Context。""","02-内容单元库/概念单元/CON-repository-source-of-truth_仓库事实真源.md","02-内容单元库/概念单元/CON-context_上下文.md","有效"
"CON-repository-source-of-truth","概念单元","""仓库事实真源""","回应","CON-state-management","概念单元","""状态管理""","""原 kind=used-with｜版本化仓库为进度、任务范围和交接状态提供可持续读取的载体。""","02-内容单元库/概念单元/CON-repository-source-of-truth_仓库事实真源.md","02-内容单元库/概念单元/CON-state-management_状态管理.md","有效"
"CON-restorable-compression","概念单元","""可恢复压缩""","冲突","CON-context-compaction","概念单元","""上下文压缩""","""原 kind=contrast｜上下文压缩常用摘要承接历史，可恢复压缩则强调被省略原内容仍有回取路径。""","02-内容单元库/概念单元/CON-restorable-compression_可恢复压缩.md","02-内容单元库/概念单元/CON-context-compaction_上下文压缩.md","有效"
"CON-restorable-compression","概念单元","""可恢复压缩""","回应","CON-just-in-time-retrieval","概念单元","""即时检索""","""原 kind=used-with｜保留下来的引用需要在运行时按需取回原内容。""","02-内容单元库/概念单元/CON-restorable-compression_可恢复压缩.md","02-内容单元库/概念单元/CON-just-in-time-retrieval_即时检索.md","有效"
"CON-retrieval-reasoning-dual-task-load","概念单元","""检索—推理双任务负担""","回应","CON-context-selection","概念单元","""上下文选择""","""原 kind=used-with｜先做上下文选择可把资料定位与基于证据的推理拆开。""","02-内容单元库/概念单元/CON-retrieval-reasoning-dual-task-load_检索—推理双任务负担.md","02-内容单元库/概念单元/CON-context-selection_上下文选择.md","有效"
"CON-retrieval-reasoning-dual-task-load","概念单元","""检索—推理双任务负担""","回应","CON-minimal-sufficient-context","概念单元","""最小充分上下文""","""原 kind=used-with｜提供聚焦的最小充分证据可以减少同一调用中的检索负担。""","02-内容单元库/概念单元/CON-retrieval-reasoning-dual-task-load_检索—推理双任务负担.md","02-内容单元库/概念单元/CON-minimal-sufficient-context_最小充分上下文.md","有效"
"CON-risk-tiered-autofixing","概念单元","""风险分级自动修复""","回应","CON-permission-boundary","概念单元","""权限边界""","""原 kind=used-with｜风险等级需要限制 Agent 能修改的范围以及修复候选可自动推进到的状态。""","02-内容单元库/概念单元/CON-risk-tiered-autofixing_风险分级自动修复.md","02-内容单元库/概念单元/CON-permission-boundary_权限边界.md","有效"
"CON-risk-tiered-autofixing","概念单元","""风险分级自动修复""","回应","CON-verification-loop","概念单元","""验证循环""","""原 kind=used-with｜自动生成的修复仍需通过测试、审查或其他可复验检查后才能继续推进。""","02-内容单元库/概念单元/CON-risk-tiered-autofixing_风险分级自动修复.md","02-内容单元库/概念单元/CON-verification-loop_验证循环.md","有效"
"CON-risk-tiered-autofixing","概念单元","""风险分级自动修复""","解释","CON-error-handling","概念单元","""错误处理""","""原 kind=part-of｜风险分级自动修复是系统发现错误后生成并路由修复的一类处理机制。""","02-内容单元库/概念单元/CON-risk-tiered-autofixing_风险分级自动修复.md","02-内容单元库/概念单元/CON-error-handling_错误处理.md","有效"
"CON-runnable-evidence","概念单元","""可运行证据""","回应","CON-trace-based-evals","概念单元","""基于轨迹的评测""","""原 kind=used-with｜轨迹解释过程，可运行检查复验结果，两类证据共同支持诊断。""","02-内容单元库/概念单元/CON-runnable-evidence_可运行证据.md","02-内容单元库/概念单元/CON-trace-based-evals_基于轨迹的评测.md","有效"
"CON-runnable-evidence","概念单元","""可运行证据""","回应","CON-verification-loop","概念单元","""验证循环""","""原 kind=used-with｜验证循环消费可运行证据来决定继续、停止或返工；证据本身不是循环的运行组件。""","02-内容单元库/概念单元/CON-runnable-evidence_可运行证据.md","02-内容单元库/概念单元/CON-verification-loop_验证循环.md","有效"
"CON-sandbox","概念单元","""沙箱""","冲突","CON-filesystem-workspace","概念单元","""文件系统工作区""","""原 kind=contrast（反向）｜文件系统工作区提供持久协作面，Sandbox 主要限制执行位置与影响范围。""","02-内容单元库/概念单元/CON-sandbox_沙箱.md","02-内容单元库/概念单元/CON-filesystem-workspace_文件系统工作区.md","有效"
"CON-sandbox","概念单元","""沙箱""","冲突","CON-guardrails","概念单元","""护栏""","""原 kind=contrast｜Sandbox 遏制后果，Guardrails 检查并尝试阻断路径。""","02-内容单元库/概念单元/CON-sandbox_沙箱.md","02-内容单元库/概念单元/CON-guardrails_护栏.md","有效"
"CON-sandbox","概念单元","""沙箱""","回应","CON-code-execution","概念单元","""代码执行""","""原 kind=used-with（反向）｜执行模型生成的代码通常需要隔离环境来限制影响范围。""","02-内容单元库/概念单元/CON-sandbox_沙箱.md","02-内容单元库/概念单元/CON-code-execution_代码执行.md","有效"
"CON-sandbox","概念单元","""沙箱""","回应","CON-durable-execution","概念单元","""持久化执行""","""原 kind=used-with｜Sandbox 与 Durable Execution 配合，让环境失效后仍能从检查点恢复。""","02-内容单元库/概念单元/CON-sandbox_沙箱.md","02-内容单元库/概念单元/CON-durable-execution_持久化执行.md","有效"
"CON-sandbox","概念单元","""沙箱""","回应","CON-harness-compute-separation","概念单元","""Harness 与计算分离""","""原 kind=used-with（反向）｜沙箱承担被隔离的计算侧，是该分层模式的执行端。""","02-内容单元库/概念单元/CON-sandbox_沙箱.md","02-内容单元库/概念单元/CON-harness-compute-separation_Harness 与计算分离.md","有效"
"CON-sandbox","概念单元","""沙箱""","回应","CON-permission-boundary","概念单元","""权限边界""","""原 kind=used-with（反向）｜一个判断能否做，一个限制动作影响范围。""","02-内容单元库/概念单元/CON-sandbox_沙箱.md","02-内容单元库/概念单元/CON-permission-boundary_权限边界.md","有效"
"CON-sandbox","概念单元","""沙箱""","回应","CON-tool","概念单元","""工具""","""原 kind=used-with｜Tool 在 Sandbox 中执行，以隔离副作用并捕获结果。""","02-内容单元库/概念单元/CON-sandbox_沙箱.md","02-内容单元库/概念单元/CON-tool_工具.md","有效"
"CON-sandbox","概念单元","""沙箱""","回应","CON-verification-loop","概念单元","""验证循环""","""原 kind=used-with｜Sandbox 为 Verification Loop 提供安全执行、日志、截图与测试环境。""","02-内容单元库/概念单元/CON-sandbox_沙箱.md","02-内容单元库/概念单元/CON-verification-loop_验证循环.md","有效"
"CON-sandbox","概念单元","""沙箱""","解释","CON-agent-harness","概念单元","""Agent Harness""","""原 kind=part-of｜Sandbox 是 Agent Harness 隔离执行环境的组成部分。""","02-内容单元库/概念单元/CON-sandbox_沙箱.md","02-内容单元库/概念单元/CON-agent-harness_Agent Harness.md","有效"
"CON-skill","概念单元","""Agent Skill""","冲突","CON-tool","概念单元","""工具""","""原 kind=contrast（反向）｜Tool 提供能力，Skill 组织完成工作的可复用方法。""","02-内容单元库/概念单元/CON-skill_Agent Skill.md","02-内容单元库/概念单元/CON-tool_工具.md","有效"
"CON-skill","概念单元","""Agent Skill""","回应","CON-agent-loop","概念单元","""Agent 循环""","""原 kind=used-with｜Agent Loop 调用经过测试的 Skill，形成可复用、可复利的工作流。""","02-内容单元库/概念单元/CON-skill_Agent Skill.md","02-内容单元库/概念单元/CON-agent-loop_Agent 循环.md","有效"
"CON-skill","概念单元","""Agent Skill""","回应","CON-progressive-disclosure","概念单元","""渐进式披露""","""原 kind=used-with｜Skill 通过按需加载文件与能力实现 Progressive Disclosure。""","02-内容单元库/概念单元/CON-skill_Agent Skill.md","02-内容单元库/概念单元/CON-progressive-disclosure_渐进式披露.md","有效"
"CON-skill","概念单元","""Agent Skill""","回应","CON-skill-chaining","概念单元","""Skill 链式调用""","""原 kind=used-with（反向）｜链式调用以多个可独立运行的 Skill 为组成单元。""","02-内容单元库/概念单元/CON-skill_Agent Skill.md","02-内容单元库/概念单元/CON-skill-chaining_Skill 链式调用.md","有效"
"CON-skill","概念单元","""Agent Skill""","回应","CON-verification-loop","概念单元","""验证循环""","""原 kind=used-with｜Skill 可封装并触发可重复执行的 Verification Loop。""","02-内容单元库/概念单元/CON-skill_Agent Skill.md","02-内容单元库/概念单元/CON-verification-loop_验证循环.md","有效"
"CON-skill","概念单元","""Agent Skill""","解释","CON-agent-harness","概念单元","""Agent Harness""","""原 kind=part-of｜Skill 是 Agent Harness 按需提供方法与能力的组成部分。""","02-内容单元库/概念单元/CON-skill_Agent Skill.md","02-内容单元库/概念单元/CON-agent-harness_Agent Harness.md","有效"
"CON-skill","概念单元","""Agent Skill""","解释","CON-skill-trigger-condition","概念单元","""Skill 触发条件""","""原 kind=part-of（反向）｜触发条件是 Skill 元数据的一部分，用于决定该 Skill 的自动加载时机。""","02-内容单元库/概念单元/CON-skill_Agent Skill.md","02-内容单元库/概念单元/CON-skill-trigger-condition_Skill 触发条件.md","有效"
"CON-skill-chaining","概念单元","""Skill 链式调用""","回应","CON-error-handling","概念单元","""错误处理""","""原 kind=used-with｜自动调用链需要在中间步骤失败时决定停止、修复或升级。""","02-内容单元库/概念单元/CON-skill-chaining_Skill 链式调用.md","02-内容单元库/概念单元/CON-error-handling_错误处理.md","有效"
"CON-skill-chaining","概念单元","""Skill 链式调用""","回应","CON-skill","概念单元","""Agent Skill""","""原 kind=used-with｜链式调用以多个可独立运行的 Skill 为组成单元。""","02-内容单元库/概念单元/CON-skill-chaining_Skill 链式调用.md","02-内容单元库/概念单元/CON-skill_Agent Skill.md","有效"
"CON-skill-chaining","概念单元","""Skill 链式调用""","回应","CON-verification-loop","概念单元","""验证循环""","""原 kind=used-with｜来源用 Skill 链把产出、清理与验证步骤固化成端到端验证流。""","02-内容单元库/概念单元/CON-skill-chaining_Skill 链式调用.md","02-内容单元库/概念单元/CON-verification-loop_验证循环.md","有效"
"CON-skill-trigger-condition","概念单元","""Skill 触发条件""","回应","CON-context-selection","概念单元","""上下文选择""","""原 kind=used-with｜触发条件把任务场景与是否选择该 Skill 进入上下文连接起来。""","02-内容单元库/概念单元/CON-skill-trigger-condition_Skill 触发条件.md","02-内容单元库/概念单元/CON-context-selection_上下文选择.md","有效"
"CON-skill-trigger-condition","概念单元","""Skill 触发条件""","解释","CON-skill","概念单元","""Agent Skill""","""原 kind=part-of｜触发条件是 Skill 元数据的一部分，用于决定该 Skill 的自动加载时机。""","02-内容单元库/概念单元/CON-skill-trigger-condition_Skill 触发条件.md","02-内容单元库/概念单元/CON-skill_Agent Skill.md","有效"
"CON-state-management","概念单元","""状态管理""","冲突","CON-memory","概念单元","""记忆""","""原 kind=contrast（反向）｜常可按知识历史与执行位置区分，但内容与介质可能重叠。""","02-内容单元库/概念单元/CON-state-management_状态管理.md","02-内容单元库/概念单元/CON-memory_记忆.md","有效"
"CON-state-management","概念单元","""状态管理""","回应","CON-agent-lifecycle","概念单元","""Agent 生命周期""","""原 kind=used-with（反向）｜Agent Lifecycle 通过进度文件记录开工、执行、验证与收尾位置。""","02-内容单元库/概念单元/CON-state-management_状态管理.md","02-内容单元库/概念单元/CON-agent-lifecycle_Agent 生命周期.md","有效"
"CON-state-management","概念单元","""状态管理""","回应","CON-agent-loop","概念单元","""Agent 循环""","""原 kind=used-with｜State Management 保存 Agent Loop 每一步决策、结果与恢复位置。""","02-内容单元库/概念单元/CON-state-management_状态管理.md","02-内容单元库/概念单元/CON-agent-loop_Agent 循环.md","有效"
"CON-state-management","概念单元","""状态管理""","回应","CON-llm-statelessness","概念单元","""LLM 无状态性""","""原 kind=used-with（反向）｜长任务的连续执行依赖外部状态管理记录并恢复当前进度。""","02-内容单元库/概念单元/CON-state-management_状态管理.md","02-内容单元库/概念单元/CON-llm-statelessness_LLM 无状态性.md","有效"
"CON-state-management","概念单元","""状态管理""","回应","CON-repository-source-of-truth","概念单元","""仓库事实真源""","""原 kind=used-with（反向）｜版本化仓库为进度、任务范围和交接状态提供可持续读取的载体。""","02-内容单元库/概念单元/CON-state-management_状态管理.md","02-内容单元库/概念单元/CON-repository-source-of-truth_仓库事实真源.md","有效"
"CON-state-management","概念单元","""状态管理""","解释","CON-agent-handoff","概念单元","""Agent 交接""","""原 kind=prerequisite｜State Management 为 Agent Handoff 提供可读、可追加的进度与下一步。""","02-内容单元库/概念单元/CON-state-management_状态管理.md","02-内容单元库/概念单元/CON-agent-handoff_Agent 交接.md","有效"
"CON-state-management","概念单元","""状态管理""","解释","CON-agent-harness","概念单元","""Agent Harness""","""原 kind=part-of｜State Management 是 Agent Harness 保存进度与恢复点的组成部分。""","02-内容单元库/概念单元/CON-state-management_状态管理.md","02-内容单元库/概念单元/CON-agent-harness_Agent Harness.md","有效"
"CON-state-management","概念单元","""状态管理""","解释","CON-durable-execution","概念单元","""持久化执行""","""原 kind=prerequisite｜可持久化状态是耐久执行的必要条件之一。""","02-内容单元库/概念单元/CON-state-management_状态管理.md","02-内容单元库/概念单元/CON-durable-execution_持久化执行.md","有效"
"CON-subagent-orchestration","概念单元","""子 Agent 编排""","回应","CON-agent-handoff","概念单元","""Agent 交接""","""原 kind=used-with｜把任务移交给专家 Agent 以及把结果带回主流程都需要交接合同。""","02-内容单元库/概念单元/CON-subagent-orchestration_子 Agent 编排.md","02-内容单元库/概念单元/CON-agent-handoff_Agent 交接.md","有效"
"CON-subagent-orchestration","概念单元","""子 Agent 编排""","回应","CON-context-compaction","概念单元","""上下文压缩""","""原 kind=used-with｜来源强调子 Agent 深度探索后返回压缩摘要，以降低主上下文负担。""","02-内容单元库/概念单元/CON-subagent-orchestration_子 Agent 编排.md","02-内容单元库/概念单元/CON-context-compaction_上下文压缩.md","有效"
"CON-subagent-orchestration","概念单元","""子 Agent 编排""","解释","CON-agent-harness","概念单元","""Agent Harness""","""原 kind=part-of｜子 Agent 的创建、调度和结果回传由外层执行系统组织。""","02-内容单元库/概念单元/CON-subagent-orchestration_子 Agent 编排.md","02-内容单元库/概念单元/CON-agent-harness_Agent Harness.md","有效"
"CON-system-prompt","概念单元","""系统提示""","冲突","CON-instruction-locality","概念单元","""指令就近原则""","""原 kind=contrast（反向）｜工具专属说明应靠近工具，而不是在系统提示中重复；系统提示仍承担更通用的产品级语境。""","02-内容单元库/概念单元/CON-system-prompt_系统提示.md","02-内容单元库/概念单元/CON-instruction-locality_指令就近原则.md","有效"
"CON-system-prompt","概念单元","""系统提示""","冲突","CON-prompt","概念单元","""提示""","""原 kind=contrast（反向）｜Prompt 有广义与狭义用法；System Prompt 是系统层消息。""","02-内容单元库/概念单元/CON-system-prompt_系统提示.md","02-内容单元库/概念单元/CON-prompt_提示.md","有效"
"CON-system-prompt","概念单元","""系统提示""","回应","CON-chat-template","概念单元","""聊天模板""","""原 kind=used-with（反向）｜系统提示通常作为特定角色消息被聊天模板纳入最终输入。""","02-内容单元库/概念单元/CON-system-prompt_系统提示.md","02-内容单元库/概念单元/CON-chat-template_聊天模板.md","有效"
"CON-system-prompt","概念单元","""系统提示""","回应","CON-harness-token-floor","概念单元","""Harness Token 底座""","""原 kind=used-with（反向）｜系统提示是 Harness Token 底座的固定组成之一。""","02-内容单元库/概念单元/CON-system-prompt_系统提示.md","02-内容单元库/概念单元/CON-harness-token-floor_Harness Token 底座.md","有效"
"CON-system-prompt","概念单元","""系统提示""","回应","CON-model-context-protocol","概念单元","""模型上下文协议""","""原 kind=used-with（反向）｜MCP 接入暴露的工具列表与描述会进入 System Prompt，影响模型可见能力。""","02-内容单元库/概念单元/CON-system-prompt_系统提示.md","02-内容单元库/概念单元/CON-model-context-protocol_模型上下文协议.md","有效"
"CON-system-prompt","概念单元","""系统提示""","回应","CON-prompt-caching","概念单元","""提示词缓存""","""原 kind=used-with（反向）｜稳定的系统提示通常构成高复用缓存前缀的一部分。""","02-内容单元库/概念单元/CON-system-prompt_系统提示.md","02-内容单元库/概念单元/CON-prompt-caching_提示词缓存.md","有效"
"CON-system-prompt","概念单元","""系统提示""","解释","CON-agent-harness","概念单元","""Agent Harness""","""原 kind=part-of｜System Prompt 是 Agent Harness 配置模型行为的组成部分。""","02-内容单元库/概念单元/CON-system-prompt_系统提示.md","02-内容单元库/概念单元/CON-agent-harness_Agent Harness.md","有效"
"CON-system-prompt","概念单元","""系统提示""","解释","CON-context","概念单元","""上下文""","""原 kind=part-of｜System Prompt 是模型生成响应前可见 Context 的组成之一。""","02-内容单元库/概念单元/CON-system-prompt_系统提示.md","02-内容单元库/概念单元/CON-context_上下文.md","有效"
"CON-system-prompt","概念单元","""系统提示""","解释","CON-system-prompt-altitude","概念单元","""系统提示抽象高度""","""原 kind=part-of（反向）｜抽象高度是设计系统提示时需要校准的一个属性。""","02-内容单元库/概念单元/CON-system-prompt_系统提示.md","02-内容单元库/概念单元/CON-system-prompt-altitude_系统提示抽象高度.md","有效"
"CON-system-prompt-altitude","概念单元","""系统提示抽象高度""","冲突","CON-guardrails","概念单元","""护栏""","""原 kind=contrast｜系统提示提供行为启发式，护栏负责不可越过的运行边界，不能靠提高提示具体度替代。""","02-内容单元库/概念单元/CON-system-prompt-altitude_系统提示抽象高度.md","02-内容单元库/概念单元/CON-guardrails_护栏.md","有效"
"CON-system-prompt-altitude","概念单元","""系统提示抽象高度""","解释","CON-system-prompt","概念单元","""系统提示""","""原 kind=part-of｜抽象高度是设计系统提示时需要校准的一个属性。""","02-内容单元库/概念单元/CON-system-prompt-altitude_系统提示抽象高度.md","02-内容单元库/概念单元/CON-system-prompt_系统提示.md","有效"
"CON-tacit-knowledge","概念单元","""隐性知识""","冲突","CON-context","概念单元","""上下文""","""原 kind=contrast｜隐性知识在未被外化、选择并提供给模型之前，还不是模型当前可见的 Context。""","02-内容单元库/概念单元/CON-tacit-knowledge_隐性知识.md","02-内容单元库/概念单元/CON-context_上下文.md","有效"
"CON-tacit-knowledge","概念单元","""隐性知识""","回应","CON-context-engineering","概念单元","""上下文工程""","""原 kind=used-with｜Context Engineering 需要识别并外化任务所需的隐性推理与权衡，才能让其进入后续选择和装配流程。""","02-内容单元库/概念单元/CON-tacit-knowledge_隐性知识.md","02-内容单元库/概念单元/CON-context-engineering_上下文工程.md","有效"
"CON-tool","概念单元","""工具""","冲突","CON-model-context-protocol","概念单元","""模型上下文协议""","""原 kind=contrast｜Tool 是能力接口；MCP 是标准化接入协议。""","02-内容单元库/概念单元/CON-tool_工具.md","02-内容单元库/概念单元/CON-model-context-protocol_模型上下文协议.md","有效"
"CON-tool","概念单元","""工具""","冲突","CON-skill","概念单元","""Agent Skill""","""原 kind=contrast｜Tool 提供能力，Skill 组织完成工作的可复用方法。""","02-内容单元库/概念单元/CON-tool_工具.md","02-内容单元库/概念单元/CON-skill_Agent Skill.md","有效"
"CON-tool","概念单元","""工具""","回应","CON-agent-action-space","概念单元","""Agent 行动空间""","""原 kind=used-with（反向）｜工具及其参数结构构成 Agent 行动空间的主要可调用原语。""","02-内容单元库/概念单元/CON-tool_工具.md","02-内容单元库/概念单元/CON-agent-action-space_Agent 行动空间.md","有效"
"CON-tool","概念单元","""工具""","回应","CON-agent-loop","概念单元","""Agent 循环""","""原 kind=used-with｜Agent Loop 通过 Tool 调用行动，并把观察结果送回下一轮。""","02-内容单元库/概念单元/CON-tool_工具.md","02-内容单元库/概念单元/CON-agent-loop_Agent 循环.md","有效"
"CON-tool","概念单元","""工具""","回应","CON-context","概念单元","""上下文""","""原 kind=used-with｜Tool 定义与结果都会成为模型当前 Context 的一部分。""","02-内容单元库/概念单元/CON-tool_工具.md","02-内容单元库/概念单元/CON-context_上下文.md","有效"
"CON-tool","概念单元","""工具""","回应","CON-error-handling","概念单元","""错误处理""","""原 kind=used-with（反向）｜Error Handling 规定 Tool 失败、空结果与不确定性后的收敛动作。""","02-内容单元库/概念单元/CON-tool_工具.md","02-内容单元库/概念单元/CON-error-handling_错误处理.md","有效"
