"unit_a_id","unit_a_type","unit_a_title","unit_b_id","unit_b_type","unit_b_title","shared_themes","shared_keywords","shared_sources","title_similarity","score","candidate_type","candidate_reason","status","note","unit_a_file","unit_b_file"
"OPI-HAR-05-01","观点单元","""这篇文章做的是一次接线：把 2026 年最热的 harness 工程，接到 1965 年 I. …""","OPI-HAR-05-05","观点单元","""全文的主轴是一条优化对象的阶梯：instruction prompts → structured…""","""Harness Engineering""","""Lilian Weng：把 harness 工程""","""SRC-EXT-002""","0.26","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-05-01_这篇文章做的是一次接线：把 2026 年最热的 harness 工程，接到 1965 年 I. ….md","02-内容单元库/观点单元/OPI-HAR-05-05_全文的主轴是一条优化对象的阶梯：instruction prompts → structured….md"
"OPI-HAR-05-01","观点单元","""这篇文章做的是一次接线：把 2026 年最热的 harness 工程，接到 1965 年 I. …""","OPI-HAR-05-08","观点单元","""作者对近期路径的预测是双向的：harness 工程会朝元方法论方向演化（改进「拿到好答案的机器」…""","""Harness Engineering""","""Lilian Weng：把 harness 工程""","""SRC-EXT-002""","0.29","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-05-01_这篇文章做的是一次接线：把 2026 年最热的 harness 工程，接到 1965 年 I. ….md","02-内容单元库/观点单元/OPI-HAR-05-08_作者对近期路径的预测是双向的：harness 工程会朝元方法论方向演化（改进「拿到好答案的机器」….md"
"OPI-HAR-05-03","观点单元","""harness 的定义：环绕基础模型的那套系统，编排执行，并决定模型如何思考与规划、如何调用工具…""","OPI-HAR-05-06","观点单元","""全文的转折点是一句判断：代码是通用语言。harness 说到底就是一段程序，规定 prompt、…""","""Harness Engineering""","""工具""","""SRC-EXT-002""","0.28","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-05-03_harness 的定义：环绕基础模型的那套系统，编排执行，并决定模型如何思考与规划、如何调用工具….md","02-内容单元库/观点单元/OPI-HAR-05-06_全文的转折点是一句判断：代码是通用语言。harness 说到底就是一段程序，规定 prompt、….md"
"OPI-HAR-05-03","观点单元","""harness 的定义：环绕基础模型的那套系统，编排执行，并决定模型如何思考与规划、如何调用工具…""","OPI-HAR-28-03","观点单元","""agent 与 harness 不是同一个东西：agent 是目标导向、会用工具、能自我纠错的涌…""","""Harness Engineering""","""工具""","""SRC-EXT-002""","0.31","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-05-03_harness 的定义：环绕基础模型的那套系统，编排执行，并决定模型如何思考与规划、如何调用工具….md","02-内容单元库/观点单元/OPI-HAR-28-03_agent 与 harness 不是同一个东西：agent 是目标导向、会用工具、能自我纠错的涌….md"
"OPI-HAR-05-04","观点单元","""相比 2023 年的老公式「agent = LLM + memory + tools + pla…""","OPI-HAR-08-03","观点单元","""全部地基只有一个 very small set of primitives：Agents、Age…""","""Harness Engineering""","","""SRC-EXT-002""","0.50","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-05-04_相比 2023 年的老公式「agent = LLM + memory + tools + pla….md","02-内容单元库/观点单元/OPI-HAR-08-03_全部地基只有一个 very small set of primitives：Agents、Age….md"
"OPI-HAR-05-04","观点单元","""相比 2023 年的老公式「agent = LLM + memory + tools + pla…""","OPI-HAR-16-03","观点单元","""loop engineering 的价值来自“复利”。单个 support loop 能每 30…""","""Harness Engineering""","","""SRC-EXT-002""","0.50","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-05-04_相比 2023 年的老公式「agent = LLM + memory + tools + pla….md","02-内容单元库/观点单元/OPI-HAR-16-03_loop engineering 的价值来自“复利”。单个 support loop 能每 30….md"
"OPI-HAR-05-05","观点单元","""全文的主轴是一条优化对象的阶梯：instruction prompts → structured…""","OPI-HAR-08-04","观点单元","""少抽象换来的直接收益是学习曲线：build real-world applications wi…""","""Harness Engineering""","","""SRC-EXT-002""","0.47","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-05-05_全文的主轴是一条优化对象的阶梯：instruction prompts → structured….md","02-内容单元库/观点单元/OPI-HAR-08-04_少抽象换来的直接收益是学习曲线：build real-world applications wi….md"
"OPI-HAR-05-05","观点单元","""全文的主轴是一条优化对象的阶梯：instruction prompts → structured…""","OPI-HAR-21-05","观点单元","""由此引出全文最尖锐的一问：对 agent 模式而言，cursor 相比 claude code …""","""Harness Engineering""","","""SRC-EXT-002""","0.45","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-05-05_全文的主轴是一条优化对象的阶梯：instruction prompts → structured….md","02-内容单元库/观点单元/OPI-HAR-21-05_由此引出全文最尖锐的一问：对 agent 模式而言，cursor 相比 claude code ….md"
"OPI-HAR-05-06","观点单元","""全文的转折点是一句判断：代码是通用语言。harness 说到底就是一段程序，规定 prompt、…""","OPI-HAR-06-02","观点单元","""答案是一个多 agent harness：它在一台大 Linux VM 上连续跑了一周，几乎包办…""","""Harness Engineering""","""工具""","""SRC-EXT-002""","0.25","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-05-06_全文的转折点是一句判断：代码是通用语言。harness 说到底就是一段程序，规定 prompt、….md","02-内容单元库/观点单元/OPI-HAR-06-02_答案是一个多 agent harness：它在一台大 Linux VM 上连续跑了一周，几乎包办….md"
"OPI-HAR-05-06","观点单元","""全文的转折点是一句判断：代码是通用语言。harness 说到底就是一段程序，规定 prompt、…""","OPI-HAR-12-01","观点单元","""Claude Managed Agents 是一套预置、可配置的 agent harness，跑…""","""Harness Engineering""","""工具""","""SRC-EXT-002""","0.28","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-05-06_全文的转折点是一句判断：代码是通用语言。harness 说到底就是一段程序，规定 prompt、….md","02-内容单元库/观点单元/OPI-HAR-12-01_Claude Managed Agents 是一套预置、可配置的 agent harness，跑….md"
"OPI-HAR-05-06","观点单元","""全文的转折点是一句判断：代码是通用语言。harness 说到底就是一段程序，规定 prompt、…""","OPI-HAR-12-03","观点单元","""最关键的设计取舍是一个拒绝：Anthropic 没有去设计某一种 agent harness，而…""","""Harness Engineering""","""工具""","""SRC-EXT-002""","0.33","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-05-06_全文的转折点是一句判断：代码是通用语言。harness 说到底就是一段程序，规定 prompt、….md","02-内容单元库/观点单元/OPI-HAR-12-03_最关键的设计取舍是一个拒绝：Anthropic 没有去设计某一种 agent harness，而….md"
"OPI-HAR-05-06","观点单元","""全文的转折点是一句判断：代码是通用语言。harness 说到底就是一段程序，规定 prompt、…""","OPI-HAR-13-02","观点单元","""「harness」在本文中与 GitHub Copilot 互换使用：GitHub Copilo…""","""Harness Engineering""","""工具""","""SRC-EXT-002""","0.31","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-05-06_全文的转折点是一句判断：代码是通用语言。harness 说到底就是一段程序，规定 prompt、….md","02-内容单元库/观点单元/OPI-HAR-13-02_「harness」在本文中与 GitHub Copilot 互换使用：GitHub Copilo….md"
"OPI-HAR-05-06","观点单元","""全文的转折点是一句判断：代码是通用语言。harness 说到底就是一段程序，规定 prompt、…""","OPI-HAR-28-03","观点单元","""agent 与 harness 不是同一个东西：agent 是目标导向、会用工具、能自我纠错的涌…""","""Harness Engineering""","""工具""","""SRC-EXT-002""","0.31","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-05-06_全文的转折点是一句判断：代码是通用语言。harness 说到底就是一段程序，规定 prompt、….md","02-内容单元库/观点单元/OPI-HAR-28-03_agent 与 harness 不是同一个东西：agent 是目标导向、会用工具、能自我纠错的涌….md"
"OPI-HAR-06-02","观点单元","""答案是一个多 agent harness：它在一台大 Linux VM 上连续跑了一周，几乎包办…""","OPI-HAR-13-02","观点单元","""「harness」在本文中与 GitHub Copilot 互换使用：GitHub Copilo…""","""Harness Engineering""","""工具""","""SRC-EXT-002""","0.29","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-06-02_答案是一个多 agent harness：它在一台大 Linux VM 上连续跑了一周，几乎包办….md","02-内容单元库/观点单元/OPI-HAR-13-02_「harness」在本文中与 GitHub Copilot 互换使用：GitHub Copilo….md"
"OPI-HAR-06-02","观点单元","""答案是一个多 agent harness：它在一台大 Linux VM 上连续跑了一周，几乎包办…""","OPI-HAR-28-01","观点单元","""大多数人把 agent 想象成「一个模型外面栓了几把工具」，真实架构恰好把这个关系倒过来：模型被…""","""Harness Engineering""","""工具""","""SRC-EXT-002""","0.30","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-06-02_答案是一个多 agent harness：它在一台大 Linux VM 上连续跑了一周，几乎包办….md","02-内容单元库/观点单元/OPI-HAR-28-01_大多数人把 agent 想象成「一个模型外面栓了几把工具」，真实架构恰好把这个关系倒过来：模型被….md"
"OPI-HAR-06-02","观点单元","""答案是一个多 agent harness：它在一台大 Linux VM 上连续跑了一周，几乎包办…""","OPI-HAR-28-02","观点单元","""harness 指的是包裹 LLM 的全部软件基础设施——编排循环、工具、记忆、上下文管理、状态…""","""Harness Engineering""","""工具""","""SRC-EXT-002""","0.31","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-06-02_答案是一个多 agent harness：它在一台大 Linux VM 上连续跑了一周，几乎包办….md","02-内容单元库/观点单元/OPI-HAR-28-02_harness 指的是包裹 LLM 的全部软件基础设施——编排循环、工具、记忆、上下文管理、状态….md"
"OPI-HAR-06-02","观点单元","""答案是一个多 agent harness：它在一台大 Linux VM 上连续跑了一周，几乎包办…""","OPI-HAR-28-03","观点单元","""agent 与 harness 不是同一个东西：agent 是目标导向、会用工具、能自我纠错的涌…""","""Harness Engineering""","""工具""","""SRC-EXT-002""","0.32","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-06-02_答案是一个多 agent harness：它在一台大 Linux VM 上连续跑了一周，几乎包办….md","02-内容单元库/观点单元/OPI-HAR-28-03_agent 与 harness 不是同一个东西：agent 是目标导向、会用工具、能自我纠错的涌….md"
"OPI-HAR-08-02","观点单元","""它不是实验品，而是被明确称为 Swarm（此前的 agent 实验项目）的 production…""","OPI-HAR-08-03","观点单元","""全部地基只有一个 very small set of primitives：Agents、Age…""","""Harness Engineering""","""OpenAI Agents SDK 官方文档：抽""","""SRC-EXT-002""","0.31","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-08-02_它不是实验品，而是被明确称为 Swarm（此前的 agent 实验项目）的 production….md","02-内容单元库/观点单元/OPI-HAR-08-03_全部地基只有一个 very small set of primitives：Agents、Age….md"
"OPI-HAR-08-02","观点单元","""它不是实验品，而是被明确称为 Swarm（此前的 agent 实验项目）的 production…""","OPI-HAR-08-05","观点单元","""抽象少不代表运行时薄。SDK 自带 tracing，让你可视化和调试 agentic flows…""","""Harness Engineering""","""OpenAI Agents SDK 官方文档：抽""","""SRC-EXT-002""","0.33","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-08-02_它不是实验品，而是被明确称为 Swarm（此前的 agent 实验项目）的 production….md","02-内容单元库/观点单元/OPI-HAR-08-05_抽象少不代表运行时薄。SDK 自带 tracing，让你可视化和调试 agentic flows….md"
"OPI-HAR-08-02","观点单元","""它不是实验品，而是被明确称为 Swarm（此前的 agent 实验项目）的 production…""","OPI-HAR-16-01","观点单元","""这篇内容的核心不是“更会 prompt 一个 coding agent”，而是把人的一次性提示升…""","""Harness Engineering""","","""SRC-EXT-002""","0.48","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-08-02_它不是实验品，而是被明确称为 Swarm（此前的 agent 实验项目）的 production….md","02-内容单元库/观点单元/OPI-HAR-16-01_这篇内容的核心不是“更会 prompt 一个 coding agent”，而是把人的一次性提示升….md"
"OPI-HAR-08-03","观点单元","""全部地基只有一个 very small set of primitives：Agents、Age…""","OPI-HAR-08-04","观点单元","""少抽象换来的直接收益是学习曲线：build real-world applications wi…""","""Harness Engineering""","""OpenAI Agents SDK 官方文档：抽""","""SRC-EXT-002""","0.33","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-08-03_全部地基只有一个 very small set of primitives：Agents、Age….md","02-内容单元库/观点单元/OPI-HAR-08-04_少抽象换来的直接收益是学习曲线：build real-world applications wi….md"
"OPI-HAR-08-03","观点单元","""全部地基只有一个 very small set of primitives：Agents、Age…""","OPI-HAR-08-05","观点单元","""抽象少不代表运行时薄。SDK 自带 tracing，让你可视化和调试 agentic flows…""","""Harness Engineering""","""OpenAI Agents SDK 官方文档：抽""","""SRC-EXT-002""","0.31","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-08-03_全部地基只有一个 very small set of primitives：Agents、Age….md","02-内容单元库/观点单元/OPI-HAR-08-05_抽象少不代表运行时薄。SDK 自带 tracing，让你可视化和调试 agentic flows….md"
"OPI-HAR-08-03","观点单元","""全部地基只有一个 very small set of primitives：Agents、Age…""","OPI-HAR-16-02","观点单元","""作者把 agent 的基本形态压缩成三个底层部件：programming language ag…""","""Harness Engineering""","","""SRC-EXT-002""","0.48","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-08-03_全部地基只有一个 very small set of primitives：Agents、Age….md","02-内容单元库/观点单元/OPI-HAR-16-02_作者把 agent 的基本形态压缩成三个底层部件：programming language ag….md"
"OPI-HAR-08-03","观点单元","""全部地基只有一个 very small set of primitives：Agents、Age…""","OPI-HAR-16-03","观点单元","""loop engineering 的价值来自“复利”。单个 support loop 能每 30…""","""Harness Engineering""","","""SRC-EXT-002""","0.46","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-08-03_全部地基只有一个 very small set of primitives：Agents、Age….md","02-内容单元库/观点单元/OPI-HAR-16-03_loop engineering 的价值来自“复利”。单个 support loop 能每 30….md"
"OPI-HAR-12-01","观点单元","""Claude Managed Agents 是一套预置、可配置的 agent harness，跑…""","OPI-HAR-28-02","观点单元","""harness 指的是包裹 LLM 的全部软件基础设施——编排循环、工具、记忆、上下文管理、状态…""","""Harness Engineering""","""工具""","""SRC-EXT-002""","0.25","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-12-01_Claude Managed Agents 是一套预置、可配置的 agent harness，跑….md","02-内容单元库/观点单元/OPI-HAR-28-02_harness 指的是包裹 LLM 的全部软件基础设施——编排循环、工具、记忆、上下文管理、状态….md"
"OPI-HAR-12-02","观点单元","""它要解决的不是「怎么写一个更好的 harness」，而是「harness 与基础设施如何跟上一个…""","OPI-HAR-12-04","观点单元","""一句可迁移的判断：让 agent 随 Claude 的智能一起扩展，是一个基础设施挑战（infr…""","""Harness Engineering""","""Anthropic 干脆把 harness 托管""","""SRC-EXT-002""","0.34","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-12-02_它要解决的不是「怎么写一个更好的 harness」，而是「harness 与基础设施如何跟上一个….md","02-内容单元库/观点单元/OPI-HAR-12-04_一句可迁移的判断：让 agent 随 Claude 的智能一起扩展，是一个基础设施挑战（infr….md"
"OPI-HAR-12-03","观点单元","""最关键的设计取舍是一个拒绝：Anthropic 没有去设计某一种 agent harness，而…""","OPI-HAR-13-02","观点单元","""「harness」在本文中与 GitHub Copilot 互换使用：GitHub Copilo…""","""Harness Engineering""","""工具""","""SRC-EXT-002""","0.31","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-12-03_最关键的设计取舍是一个拒绝：Anthropic 没有去设计某一种 agent harness，而….md","02-内容单元库/观点单元/OPI-HAR-13-02_「harness」在本文中与 GitHub Copilot 互换使用：GitHub Copilo….md"
"OPI-HAR-12-03","观点单元","""最关键的设计取舍是一个拒绝：Anthropic 没有去设计某一种 agent harness，而…""","OPI-HAR-16-01","观点单元","""这篇内容的核心不是“更会 prompt 一个 coding agent”，而是把人的一次性提示升…""","""Harness Engineering""","","""SRC-EXT-002""","0.45","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-12-03_最关键的设计取舍是一个拒绝：Anthropic 没有去设计某一种 agent harness，而….md","02-内容单元库/观点单元/OPI-HAR-16-01_这篇内容的核心不是“更会 prompt 一个 coding agent”，而是把人的一次性提示升….md"
"OPI-HAR-12-03","观点单元","""最关键的设计取舍是一个拒绝：Anthropic 没有去设计某一种 agent harness，而…""","OPI-HAR-28-02","观点单元","""harness 指的是包裹 LLM 的全部软件基础设施——编排循环、工具、记忆、上下文管理、状态…""","""Harness Engineering""","""工具""","""SRC-EXT-002""","0.25","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-12-03_最关键的设计取舍是一个拒绝：Anthropic 没有去设计某一种 agent harness，而….md","02-内容单元库/观点单元/OPI-HAR-28-02_harness 指的是包裹 LLM 的全部软件基础设施——编排循环、工具、记忆、上下文管理、状态….md"
"OPI-HAR-13-01","观点单元","""作者的核心判断只有一句：决定你 AI 效果的是 harness，以及你对它的理解程度，而不是你又…""","OPI-HAR-13-04","观点单元","""作者主动划边界：不是说你永远不需要 skill、MCP、指令、自定义 agent——当你要定义复…""","""Harness Engineering""","""GitHub：决定 AI 编码效果的是 harn""","""SRC-EXT-002""","0.28","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-13-01_作者的核心判断只有一句：决定你 AI 效果的是 harness，以及你对它的理解程度，而不是你又….md","02-内容单元库/观点单元/OPI-HAR-13-04_作者主动划边界：不是说你永远不需要 skill、MCP、指令、自定义 agent——当你要定义复….md"
"OPI-HAR-13-02","观点单元","""「harness」在本文中与 GitHub Copilot 互换使用：GitHub Copilo…""","OPI-HAR-28-03","观点单元","""agent 与 harness 不是同一个东西：agent 是目标导向、会用工具、能自我纠错的涌…""","""Harness Engineering""","""工具""","""SRC-EXT-002""","0.29","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-13-02_「harness」在本文中与 GitHub Copilot 互换使用：GitHub Copilo….md","02-内容单元库/观点单元/OPI-HAR-28-03_agent 与 harness 不是同一个东西：agent 是目标导向、会用工具、能自我纠错的涌….md"
"OPI-HAR-13-03","观点单元","""全文给出的是一条只用现成功能的八步工作流：挑工具 → 打开 YOLO 模式 → 先做原型 → 方…""","OPI-HAR-21-02","观点单元","""全文的方法论内核，是作者自称「小小升华」的一句判断：prompt 对话是 LLM 的第一性原理，…""","""Harness Engineering""","""工具""","""SRC-EXT-002""","0.27","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-13-03_全文给出的是一条只用现成功能的八步工作流：挑工具 → 打开 YOLO 模式 → 先做原型 → 方….md","02-内容单元库/观点单元/OPI-HAR-21-02_全文的方法论内核，是作者自称「小小升华」的一句判断：prompt 对话是 LLM 的第一性原理，….md"
"OPI-HAR-13-04","观点单元","""作者主动划边界：不是说你永远不需要 skill、MCP、指令、自定义 agent——当你要定义复…""","OPI-HAR-13-05","观点单元","""一个清醒的旁注：市面上「slop」很多。不信就让 agent 随便造一个 skill，它会欣然照…""","""Harness Engineering""","""GitHub：决定 AI 编码效果的是 harn""","""SRC-EXT-002""","0.29","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-13-04_作者主动划边界：不是说你永远不需要 skill、MCP、指令、自定义 agent——当你要定义复….md","02-内容单元库/观点单元/OPI-HAR-13-05_一个清醒的旁注：市面上「slop」很多。不信就让 agent 随便造一个 skill，它会欣然照….md"
"OPI-HAR-16-01","观点单元","""这篇内容的核心不是“更会 prompt 一个 coding agent”，而是把人的一次性提示升…""","OPI-HAR-17-01","观点单元","""文章把 Loop Engineering 定义为 Prompt Engineering、Cont…""","""Harness Engineering""","""提示""","""SRC-EXT-002""","0.30","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-16-01_这篇内容的核心不是“更会 prompt 一个 coding agent”，而是把人的一次性提示升….md","02-内容单元库/观点单元/OPI-HAR-17-01_文章把 Loop Engineering 定义为 Prompt Engineering、Cont….md"
"OPI-HAR-16-01","观点单元","""这篇内容的核心不是“更会 prompt 一个 coding agent”，而是把人的一次性提示升…""","OPI-HAR-A2-02","观点单元","""在 ARC-AGI-3 上，OpenAI 把自己在 ChatGPT 和 Codex 里已经在用的…""","""Harness Engineering""","""上下文""","""SRC-EXT-002""","0.27","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-16-01_这篇内容的核心不是“更会 prompt 一个 coding agent”，而是把人的一次性提示升….md","02-内容单元库/观点单元/OPI-HAR-A2-02_在 ARC-AGI-3 上，OpenAI 把自己在 ChatGPT 和 Codex 里已经在用的….md"
"OPI-HAR-16-03","观点单元","""loop engineering 的价值来自“复利”。单个 support loop 能每 30…""","OPI-HAR-16-04","观点单元","""作者给出的落地重点很工程化：代码库必须 legible、executable、worktree …""","""Harness Engineering""","""Loop Engineer：把 Agent 工作""","""SRC-EXT-002""","0.28","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-16-03_loop engineering 的价值来自“复利”。单个 support loop 能每 30….md","02-内容单元库/观点单元/OPI-HAR-16-04_作者给出的落地重点很工程化：代码库必须 legible、executable、worktree ….md"
"OPI-HAR-18-01","观点单元","""Learn Harness Engineering 是一门项目制课程，主题是「系统学习如何通过环…""","OPI-HAR-18-03","观点单元","""Harness engineering 的定义：围绕模型搭建一整套工作环境，让它产出可靠的结果。…""","""Harness Engineering""","""提示""","""SRC-EXT-002""","0.31","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-18-01_Learn Harness Engineering 是一门项目制课程，主题是「系统学习如何通过环….md","02-内容单元库/观点单元/OPI-HAR-18-03_Harness engineering 的定义：围绕模型搭建一整套工作环境，让它产出可靠的结果。….md"
"OPI-HAR-18-05","观点单元","""课程形态：12 个讲义（概念单元）+ 6 个循序渐进的实战项目（全部落在同一个 Electron…""","OPI-HAR-18-06","观点单元","""课程的验收口径同样是工程化的：每个项目都要求 agent 真正干活，每个项目都要做弱 harne…""","""Harness Engineering""","""Harness 工程学习仓库：从原始文献到能跑的""","""SRC-EXT-002""","0.30","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-18-05_课程形态：12 个讲义（概念单元）+ 6 个循序渐进的实战项目（全部落在同一个 Electron….md","02-内容单元库/观点单元/OPI-HAR-18-06_课程的验收口径同样是工程化的：每个项目都要求 agent 真正干活，每个项目都要做弱 harne….md"
"OPI-HAR-21-03","观点单元","""拆开之后看到的 Claude Code，最大的亮点不在模型，而在 task management…""","OPI-HAR-21-04","观点单元","""它在代码编辑上的选择同样朴素：tool call 基本只用 Write 全文覆盖而不用 Edit…""","""Harness Engineering""","""拆开 Claude Code：一个编码 agen""","""SRC-EXT-002""","0.29","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-21-03_拆开之后看到的 Claude Code，最大的亮点不在模型，而在 task management….md","02-内容单元库/观点单元/OPI-HAR-21-04_它在代码编辑上的选择同样朴素：tool call 基本只用 Write 全文覆盖而不用 Edit….md"
"OPI-HAR-21-04","观点单元","""它在代码编辑上的选择同样朴素：tool call 基本只用 Write 全文覆盖而不用 Edit…""","OPI-HAR-21-05","观点单元","""由此引出全文最尖锐的一问：对 agent 模式而言，cursor 相比 claude code …""","""Harness Engineering""","""拆开 Claude Code：一个编码 agen""","""SRC-EXT-002""","0.34","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-21-04_它在代码编辑上的选择同样朴素：tool call 基本只用 Write 全文覆盖而不用 Edit….md","02-内容单元库/观点单元/OPI-HAR-21-05_由此引出全文最尖锐的一问：对 agent 模式而言，cursor 相比 claude code ….md"
"OPI-HAR-22-01","观点单元","""五个月、104 次 commit，作者反复撞上同一个教训：harness 工程很难。""","OPI-HAR-22-06","观点单元","""收尾判断：这些难都不能被工程掉，只能被 harness 吸收；而正因为吸收不了的部分是不可复制的…""","""Harness Engineering""","""为什么 harness 工程这么难""","""SRC-EXT-002""","0.29","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-22-01_五个月、104 次 commit，作者反复撞上同一个教训：harness 工程很难。.md","02-内容单元库/观点单元/OPI-HAR-22-06_收尾判断：这些难都不能被工程掉，只能被 harness 吸收；而正因为吸收不了的部分是不可复制的….md"
"OPI-HAR-22-04","观点单元","""作者把这层「行为层」称为 harness：介于一个概率式模型和产品使用者之间的 prompts、…""","OPI-HAR-22-06","观点单元","""收尾判断：这些难都不能被工程掉，只能被 harness 吸收；而正因为吸收不了的部分是不可复制的…""","""Harness Engineering""","""为什么 harness 工程这么难""","""SRC-EXT-002""","0.26","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-22-04_作者把这层「行为层」称为 harness：介于一个概率式模型和产品使用者之间的 prompts、….md","02-内容单元库/观点单元/OPI-HAR-22-06_收尾判断：这些难都不能被工程掉，只能被 harness 吸收；而正因为吸收不了的部分是不可复制的….md"
"OPI-HAR-28-02","观点单元","""harness 指的是包裹 LLM 的全部软件基础设施——编排循环、工具、记忆、上下文管理、状态…""","OPI-HAR-28-03","观点单元","""agent 与 harness 不是同一个东西：agent 是目标导向、会用工具、能自我纠错的涌…""","""Harness Engineering""","""工具""","""SRC-EXT-002""","0.28","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/观点单元/OPI-HAR-28-02_harness 指的是包裹 LLM 的全部软件基础设施——编排循环、工具、记忆、上下文管理、状态….md","02-内容单元库/观点单元/OPI-HAR-28-03_agent 与 harness 不是同一个东西：agent 是目标导向、会用工具、能自我纠错的涌….md"
"QST-agent","问题单元","""能不能讲清「AI Agent」""","QST-skill-chaining","问题单元","""能不能讲清「Skill 链式调用」""","""AI 如何持续行动""","""AI 如何持续行动""","""SRC-EXT-003""","0.33","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/问题单元/QST-agent_能不能讲清「AI Agent」.md","02-内容单元库/问题单元/QST-skill-chaining_能不能讲清「Skill 链式调用」.md"
"QST-agent-action-space","问题单元","""能不能讲清「Agent 行动空间」""","QST-model-context-protocol","问题单元","""能不能讲清「模型上下文协议」""","""AI 如何接触外部世界""","""AI 如何接触外部世界""","""SRC-EXT-003""","0.31","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/问题单元/QST-agent-action-space_能不能讲清「Agent 行动空间」.md","02-内容单元库/问题单元/QST-model-context-protocol_能不能讲清「模型上下文协议」.md"
"QST-agent-action-space","问题单元","""能不能讲清「Agent 行动空间」""","QST-tool-scoping","问题单元","""能不能讲清「工具收窄」""","""AI 如何接触外部世界""","""AI 如何接触外部世界""","""SRC-EXT-003""","0.31","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/问题单元/QST-agent-action-space_能不能讲清「Agent 行动空间」.md","02-内容单元库/问题单元/QST-tool-scoping_能不能讲清「工具收窄」.md"
"QST-agent-action-space","问题单元","""能不能讲清「Agent 行动空间」""","QST-tool-workflow-fit","问题单元","""能不能讲清「工具—工作流适配」""","""AI 如何接触外部世界""","""AI 如何接触外部世界""","""SRC-EXT-003""","0.31","10","同义重复候选","自动识别","待人工判断","","02-内容单元库/问题单元/QST-agent-action-space_能不能讲清「Agent 行动空间」.md","02-内容单元库/问题单元/QST-tool-workflow-fit_能不能讲清「工具—工作流适配」.md"
